,stuid,fname,lname,address,city,state,hphone,dob,ssn,grade,schoolassignment,deviceassignment
311230,311230,Mark,Perez,99764 Leslie View Rest,West Garyton,MD,+12025550187,2014-03-24,633-56-2300,1,2,a17d59
311231,311231,Gabriel,Jordan,48130 Micheal Drives Shoal,West Garyton,MD,+12025550137,2010-04-11,321-75-0677,5,15,57e5bb
311232,311232,Samantha,Zuniga,76030 Kevin Mall Junctions,West Garyton,MD,+12025550105,2005-06-03,059-73-4840,9,58,3284c4
311233,311233,William,Christensen,071 Sullivan View Club,West Garyton,MD,+12025550137,2012-06-29,261-50-4653,2,15,00a568
311234,311234,Danielle,Baldwin,95651 Danielle Station Course,West Garyton,MD,+12025550188,2007-01-16,312-16-6564,8,2,e41f51
311235,311235,Sara,Wu,6387 Katherine Viaduct Meadow,West Garyton,MD,+12025550124,2003-03-19,848-80-9574,12,67,a7ee62
311236,311236,Daniel,Oconnell,89360 Santiago Squares Union,West Garyton,MD,+12025550187,2005-02-02,295-10-3246,10,71,d33fdb
311237,311237,Kenneth,Duncan,11520 Moore Alley Crossing,West Garyton,MD,+12025550188,2007-08-18,830-31-3332,7,15,14dbbb
311238,311238,Kevin,Wright,21414 Edward Route Spring,West Garyton,MD,+12025550188,2004-07-05,608-12-7504,10,64,34b062
311239,311239,Michael,Moreno,448 Samantha Inlet Dam,West Garyton,MD,+12025550191,2002-10-02,248-65-1774,12,88,6e315f
311240,311240,Adam,Lopez,96163 Cooper Flat Mall,West Garyton,MD,+12025550191,2004-02-18,615-58-8711,11,85,8caf2e
311241,311241,Robert,Mcdaniel,830 Johnson Well Coves,West Garyton,MD,+12025550124,2004-09-05,581-09-2114,10,83,6cd893
311242,311242,Jeffrey,Bowman,7918 Barrett Stravenue Tunnel,West Garyton,MD,+12025550187,2012-09-24,060-64-4559,2,5,aaff2d
311243,311243,Brenda,Peterson,9405 Myers Lodge Dam,West Garyton,MD,+12025550188,2004-11-23,871-78-5421,10,80,1a38bd
311244,311244,Sara,Weaver,5266 Zuniga Locks Drive,West Garyton,MD,+12025550124,2007-06-25,247-92-4356,7,0,cb2fec
311245,311245,Meagan,Cooper,491 Justin Circle Ports,West Garyton,MD,+12025550187,2005-03-16,889-98-8955,10,108,584f70
311246,311246,Anita,Cantrell,7618 Taylor Ridge Field,West Garyton,MD,+12025550187,2004-01-15,388-97-2726,11,49,e43993
311247,311247,Emily,Hansen,0355 Richard Burgs Grove,West Garyton,MD,+12025550188,2008-09-30,446-12-5681,6,14,c15241
311248,311248,Mary,Adams,84799 Reid Points Squares,West Garyton,MD,+12025550188,2005-09-06,732-42-0921,9,50,657be4
311249,311249,Dawn,Hardin,9647 Sharon Mews Lake,West Garyton,MD,+12025550191,2014-03-30,012-84-1909,1,3,28e3fc
311250,311250,Justin,Garcia,511 Dana Rue Springs,West Garyton,MD,+12025550187,2011-04-16,622-94-9682,4,14,5097c0
311251,311251,James,Harvey,47198 Long Village Ferry,West Garyton,MD,+12025550105,2013-03-15,688-43-0037,2,3,8153e8
311252,311252,Michelle,Kelly,6142 Stark Hill Cape,West Garyton,MD,+12025550137,2005-07-10,185-60-2648,9,69,f22962
311253,311253,Douglas,Vargas,76000 Ramirez Shoal Divide,West Garyton,MD,+12025550188,2004-08-07,290-82-3700,10,93,cf1760
311254,311254,David,Johnson,5863 Teresa Forges Summit,West Garyton,MD,+12025550105,2013-11-13,316-96-7287,1,2,fb5d96
311255,311255,Tara,Mitchell,303 Laurie Harbor Neck,West Garyton,MD,+12025550188,2006-01-06,827-69-9702,9,85,d7dca3
311256,311256,Virginia,Khan,24165 Mccoy Ferry Estates,West Garyton,MD,+12025550188,2008-03-05,567-11-2014,7,13,13fe08
311257,311257,Chelsea,Callahan,1764 Austin Locks Loop,West Garyton,MD,+12025550188,2012-07-02,230-41-4593,2,0,c6863a
311258,311258,Michael,Reyes,6829 Tonya Union Mission,West Garyton,MD,+12025550105,2013-06-05,266-37-0663,1,7,be8a32
311259,311259,Victor,Knox,212 Amy Burg Common,West Garyton,MD,+12025550188,2008-04-04,139-91-1451,7,4,36528f
311260,311260,Shannon,Burch,60782 Farmer Mountains Coves,West Garyton,MD,+12025550188,2002-06-17,409-41-4643,12,56,2da8cc
311261,311261,Matthew,Johnson,60630 Williams Loop Loaf,West Garyton,MD,+12025550191,2007-08-03,518-52-8348,7,10,4042eb
311262,311262,Anne,Davis,7794 Roger Station Forks,West Garyton,MD,+12025550188,2009-09-12,152-24-8020,5,14,0d02f7
311263,311263,Andrew,Weiss,53663 Wiley Stream Ranch,West Garyton,MD,+12025550137,2011-01-06,328-45-2095,4,12,f79a07
311264,311264,Tammy,Wallace,11290 Amy Well Pike,West Garyton,MD,+12025550137,2006-11-13,044-26-9433,8,10,016c2b
311265,311265,Daniel,Green,227 Deanna Lane Prairie,West Garyton,MD,+12025550188,2011-08-28,833-63-8035,3,7,61e7c4
311266,311266,Randy,Jones,300 Griffin Manors Loaf,West Garyton,MD,+12025550191,2013-05-12,360-59-6191,1,13,d5cba5
311267,311267,Brittney,Floyd,20510 Bowen Creek Forest,West Garyton,MD,+12025550105,2013-05-26,548-63-8908,1,3,d340ee
311268,311268,Jeffrey,Bird,08186 Bridges View Station,West Garyton,MD,+12025550188,2004-07-06,562-30-6098,10,106,16999c
311269,311269,Willie,Blackburn,965 Robert Key Ford,West Garyton,MD,+12025550137,2002-08-07,854-38-9460,12,114,5f8da7
311270,311270,Donna,Skinner,41086 Cardenas Village Shoal,West Garyton,MD,+12025550105,2005-05-12,218-63-8003,9,90,fe3c05
311271,311271,Joseph,Walsh,517 Lauren Ridge Islands,West Garyton,MD,+12025550124,2011-01-28,867-53-3413,4,4,5788bc
311272,311272,Tamara,Riley,96792 Jose Vista Causeway,West Garyton,MD,+12025550191,2002-12-02,456-52-3581,12,79,5e138c
311273,311273,Sarah,Martinez,73754 King Cape Dale,West Garyton,MD,+12025550188,2007-06-15,726-40-2650,7,10,568988
311274,311274,Ian,Hubbard,97183 Terri Harbor Parks,West Garyton,MD,+12025550124,2010-10-11,616-94-1502,4,4,7abce7
311275,311275,Joseph,Kelly,8583 Ingram Junction Passage,West Garyton,MD,+12025550124,2012-09-20,897-52-2838,2,2,884418
311276,311276,Nicholas,Nichols,232 Gardner Ranch Valley,West Garyton,MD,+12025550137,2003-08-08,487-26-3553,11,88,609d23
311277,311277,Christopher,Wilcox,334 Brittany Harbor Streets,West Garyton,MD,+12025550191,2003-10-26,621-55-0501,11,107,64e95a
311278,311278,Steven,Jensen,58762 Phillip Plains Shore,West Garyton,MD,+12025550124,2009-07-14,865-48-0487,5,14,7b6cd7
311279,311279,Megan,Moore,963 Devon Harbor Loaf,West Garyton,MD,+12025550188,2004-11-24,086-26-5613,10,80,0fa3ee
311280,311280,Brian,Lopez,08122 Mills Ranch Islands,West Garyton,MD,+12025550137,2002-09-12,177-43-5054,12,73,27a54f
311281,311281,Bobby,Parker,710 Calderon Plain Fork,West Garyton,MD,+12025550191,2008-10-12,362-61-8072,6,7,d64b1f
311282,311282,Steve,Mccoy,56370 Frederick Estate Corner,West Garyton,MD,+12025550124,2014-01-08,108-60-5202,1,6,49fae5
311283,311283,Carla,Ward,1226 Gina Fort Locks,West Garyton,MD,+12025550187,2010-10-20,081-40-8839,4,10,b0ff39
311284,311284,Nicole,Miller,80215 Christina Hill Isle,West Garyton,MD,+12025550188,2006-02-24,852-47-6529,9,52,1978e4
311285,311285,Jennifer,Smith,6547 Laura Corners Tunnel,West Garyton,MD,+12025550188,2003-04-06,219-17-4837,12,84,ce2d7e
311286,311286,Susan,Miller,096 Brenda Mountains Brooks,West Garyton,MD,+12025550105,2009-07-23,341-33-3423,5,11,a752fa
311287,311287,Tina,Wallace,5065 Long Road Hollow,West Garyton,MD,+12025550191,2003-12-31,584-93-6485,11,87,285bec
311288,311288,Sheri,Turner,48754 Matthew Haven Flat,West Garyton,MD,+12025550105,2013-03-27,407-52-0396,2,9,26a154
311289,311289,Jocelyn,Oliver,89817 Mitchell Plain Brook,West Garyton,MD,+12025550105,2007-04-23,020-96-4623,8,5,f1b272
311290,311290,Tara,Bradley,72518 Wright Via Ranch,West Garyton,MD,+12025550187,2010-11-21,312-97-9784,4,9,7408fe
311291,311291,David,Hernandez,68077 Joel Circles Field,West Garyton,MD,+12025550137,2014-04-03,530-29-3940,1,15,9db53f
311292,311292,Cynthia,Ruiz,89342 Kristie Passage Centers,West Garyton,MD,+12025550105,2013-01-05,723-76-0466,2,13,ce2be9
311293,311293,Marcia,Riddle,565 Jones Ville Pass,West Garyton,MD,+12025550187,2005-02-25,685-15-0227,10,76,1a9778
311294,311294,David,Guzman,17499 Scott Radial Divide,West Garyton,MD,+12025550187,2005-01-11,225-75-2865,10,82,446b41
311295,311295,Brittney,Lopez,6771 Fuller Wells Viaduct,West Garyton,MD,+12025550124,2010-12-22,011-93-3008,4,5,75d427
311296,311296,Patty,Harmon,173 Nicole Drives Passage,West Garyton,MD,+12025550188,2010-09-23,377-05-5514,4,5,437f0e
311297,311297,Mark,Weaver,05585 Nelson Courts Points,West Garyton,MD,+12025550187,2003-09-25,585-81-7263,11,81,3e8f8e
311298,311298,Lee,Thompson,103 Susan Mountains Creek,West Garyton,MD,+12025550105,2006-03-07,366-04-5332,9,73,afbe4a
311299,311299,Terri,Weaver,9035 Jennifer Park Cliffs,West Garyton,MD,+12025550137,2006-07-26,319-99-1525,8,8,ddb294
311300,311300,Donna,Wood,372 Kelly Springs Dale,West Garyton,MD,+12025550124,2005-12-29,332-62-6029,9,107,a9fcbb
311301,311301,Christopher,Esparza,3789 Anthony Flats Pass,West Garyton,MD,+12025550105,2010-12-08,526-32-0169,4,15,dfbf6a
311302,311302,Anthony,Young,1637 Theresa Avenue Corner,West Garyton,MD,+12025550105,2009-10-09,528-96-2345,5,2,0bb3e8
311303,311303,Michael,Leon,8007 Carol Islands Station,West Garyton,MD,+12025550137,2012-09-16,864-83-6735,2,7,8802d4
311304,311304,Samantha,Floyd,010 Matthew Heights Ramp,West Garyton,MD,+12025550188,2008-10-05,743-37-2326,6,1,d6307e
311305,311305,Calvin,Lopez,1826 Travis Lights Coves,West Garyton,MD,+12025550188,2004-08-01,671-86-4850,10,103,7c43ce
311306,311306,Logan,Coleman,528 Tina Run Forges,West Garyton,MD,+12025550187,2002-10-07,465-75-9242,12,110,a967c2
311307,311307,Kimberly,Anderson,33949 Cruz Land Ridges,West Garyton,MD,+12025550105,2014-01-19,813-46-8043,1,8,3f2555
311308,311308,Karen,Gonzales,172 Miller Lodge Avenue,West Garyton,MD,+12025550187,2004-12-24,391-94-2005,10,75,af71d1
311309,311309,April,Simon,9527 Nicole Unions Path,West Garyton,MD,+12025550124,2009-02-12,831-79-4977,6,1,decbba
311310,311310,Sarah,Matthews,611 Willis Springs Drive,West Garyton,MD,+12025550105,2006-10-18,086-47-0409,8,0,789d65
311311,311311,Daniel,Roth,5489 John Meadow Dam,West Garyton,MD,+12025550124,2013-08-16,729-67-3704,1,2,cf3ce8
311312,311312,Christopher,Murray,4467 Williams Trace Rest,West Garyton,MD,+12025550124,2006-12-08,482-06-7798,8,5,6a65ae
311313,311313,Sandra,Rose,76736 Collins Isle Lakes,West Garyton,MD,+12025550137,2013-05-21,103-48-9230,1,2,5c0fe6
311314,311314,Luis,Duran,0155 Natalie Estates Islands,West Garyton,MD,+12025550105,2012-01-01,431-43-4927,3,8,a0f99d
311315,311315,Eric,Reed,07802 Campos Burgs Ports,West Garyton,MD,+12025550188,2007-02-25,753-62-8848,8,8,359e98
311316,311316,David,Davis,799 Barry Plains Ville,West Garyton,MD,+12025550105,2008-02-25,274-33-3112,7,3,d3a711
311317,311317,Natasha,Campbell,84422 Stone Isle Overpass,West Garyton,MD,+12025550191,2004-04-28,659-55-8903,11,64,c5f4c3
311318,311318,Lee,Lawson,05028 Marsh Falls Branch,West Garyton,MD,+12025550137,2009-12-17,401-77-7367,5,0,dcc436
311319,311319,Thomas,Wolfe,6338 Harrell Oval Keys,West Garyton,MD,+12025550188,2011-01-18,513-02-4360,4,4,811ff0
311320,311320,Craig,Hickman,14495 Robertson Rapids Junctions,West Garyton,MD,+12025550124,2004-09-29,021-06-8054,10,85,5060d1
311321,311321,Willie,Garcia,4439 Hood Fall Burgs,West Garyton,MD,+12025550188,2010-12-05,045-10-7112,4,8,83916f
311322,311322,Anthony,Ramirez,787 Ellis Forest Locks,West Garyton,MD,+12025550137,2012-01-07,157-50-4607,3,9,7bf2c6
311323,311323,Samantha,Daugherty,90409 Barton Glen Isle,West Garyton,MD,+12025550137,2008-05-28,215-36-2170,6,4,1c605b
311324,311324,Paige,Wallace,23277 Torres Neck Knolls,West Garyton,MD,+12025550188,2007-03-07,692-94-2792,8,8,0bdb74
311325,311325,David,Boyd,4150 Tamara Villages Pine,West Garyton,MD,+12025550191,2005-03-20,619-99-5388,10,84,3276b2
311326,311326,Jonathan,Scott,2951 Castaneda Springs Branch,West Garyton,MD,+12025550137,2002-08-10,586-60-7129,12,64,e8650f
311327,311327,Bobby,Malone,5639 Rebecca Road Orchard,West Garyton,MD,+12025550187,2004-03-03,426-90-8407,11,88,92fe45
311328,311328,Rebecca,Morales,399 Moss Pass Meadow,West Garyton,MD,+12025550187,2004-11-22,518-37-6935,10,83,449e6a
311329,311329,Carl,Ortiz,02752 Andrew Groves Crest,West Garyton,MD,+12025550188,2009-11-07,439-88-6139,5,3,88a508
311330,311330,Anthony,Riggs,6478 Bradley Passage Creek,West Garyton,MD,+12025550187,2011-04-09,586-65-8960,4,11,1d576e
311331,311331,Diana,Johnson,595 Wilson Fork Neck,West Garyton,MD,+12025550124,2005-04-29,779-97-8962,10,63,846f41
311332,311332,Joshua,Horton,40362 Powell Lake Centers,West Garyton,MD,+12025550105,2012-07-31,251-60-7163,2,6,04cda4
311333,311333,Brenda,Arias,11815 Troy Summit Brook,West Garyton,MD,+12025550191,2005-06-09,840-56-2875,9,61,7dbe87
311334,311334,Kimberly,Alvarez,57742 Livingston Lodge Hill,West Garyton,MD,+12025550187,2006-10-08,095-10-2735,8,15,9afbb9
311335,311335,Michael,Lucas,01265 Adrian Green Run,West Garyton,MD,+12025550187,2004-03-31,442-23-2819,11,62,a81c5a
311336,311336,April,Cummings,05577 Rivera Ville Inlet,West Garyton,MD,+12025550124,2008-07-07,803-93-3687,6,9,766807
311337,311337,Linda,Long,9591 Ryan Fords Walk,West Garyton,MD,+12025550105,2003-07-05,640-09-6690,11,51,37d8dc
311338,311338,Juan,Garcia,006 Maxwell Park Port,West Garyton,MD,+12025550188,2012-02-15,272-46-0650,3,11,b2c6ac
311339,311339,Brian,Lewis,387 Jenkins Hills Shoal,West Garyton,MD,+12025550124,2005-10-14,740-66-5738,9,58,4b441d
311340,311340,Amanda,James,889 Joshua Glen Valley,West Garyton,MD,+12025550187,2010-05-05,683-12-9955,4,10,a25c65
311341,311341,Desiree,Anderson,98809 Rebecca Road Freeway,West Garyton,MD,+12025550124,2008-08-03,319-06-7816,6,13,8779f6
311342,311342,Matthew,White,4763 Bobby Ford Flat,West Garyton,MD,+12025550124,2004-05-02,154-18-0984,10,71,65252d
311343,311343,Lauren,Mcbride,3719 Bryan Cape Station,West Garyton,MD,+12025550187,2008-02-22,219-95-8660,7,1,98cca0
311344,311344,Shelly,Dennis,44714 Sullivan Shore Heights,West Garyton,MD,+12025550137,2011-01-16,654-77-5825,4,5,eb54b0
311345,311345,Andrea,Hernandez,50325 Crystal Harbor Landing,West Garyton,MD,+12025550105,2002-10-02,384-60-5587,12,59,024d2a
311346,311346,John,Smith,4935 Taylor Row Rapid,West Garyton,MD,+12025550188,2002-05-22,286-13-3220,12,114,0d570e
311347,311347,Brandon,Williams,5606 David Viaduct Mountain,West Garyton,MD,+12025550124,2009-11-30,169-36-8961,5,2,8abd07
311348,311348,Jay,Brown,73741 Owens Street Via,West Garyton,MD,+12025550191,2002-05-07,556-78-7189,12,56,9a2cae
311349,311349,John,Griffin,62142 Crawford Forks Points,West Garyton,MD,+12025550105,2013-02-13,613-97-9368,2,14,b903f9
311350,311350,Cynthia,Parker,924 Wells Throughway Gateway,West Garyton,MD,+12025550188,2010-09-10,478-17-4858,4,9,ff43be
311351,311351,Luke,Chan,56424 Thornton Hills Centers,West Garyton,MD,+12025550124,2011-02-24,355-02-0331,4,10,018021
311352,311352,Kendra,Herring,384 Michael Fort Park,West Garyton,MD,+12025550124,2004-01-26,070-30-8907,11,81,398efa
311353,311353,Shirley,Harris,369 Michael Streets Mountain,West Garyton,MD,+12025550124,2009-01-12,332-89-5865,6,10,9d93b4
311354,311354,Gerald,Cooper,1377 Krause Groves Divide,West Garyton,MD,+12025550124,2008-05-04,406-38-9424,6,14,41d2e3
311355,311355,Jason,Rice,909 Nicole Point Corner,West Garyton,MD,+12025550191,2006-03-18,670-04-5849,9,70,6d750a
311356,311356,Ryan,Blake,257 Davis Turnpike Prairie,West Garyton,MD,+12025550187,2009-06-14,259-33-6595,5,11,a8ea67
311357,311357,Jose,Frost,574 Page Ridges Isle,West Garyton,MD,+12025550105,2007-01-03,707-79-4901,8,2,dc6015
311358,311358,Donna,Vasquez,0702 Adam Trace Harbors,West Garyton,MD,+12025550191,2011-08-31,009-53-8004,3,3,062b4d
311359,311359,Andrew,Greene,8016 Mendez Shore Island,West Garyton,MD,+12025550124,2010-07-27,267-99-1076,4,13,ffff68
311360,311360,Vanessa,Vasquez,89959 Paula Village Valley,West Garyton,MD,+12025550187,2011-02-10,719-31-7073,4,0,e053a2
311361,311361,Christopher,Avery,74492 Maynard Greens Shoal,West Garyton,MD,+12025550188,2002-06-23,875-24-5744,12,103,582aba
311362,311362,Roy,Adams,2803 Susan Shore Village,West Garyton,MD,+12025550105,2012-10-04,891-91-8943,2,8,134c47
311363,311363,Veronica,Duarte,6300 Derek Garden Gardens,West Garyton,MD,+12025550124,2012-02-17,663-17-8999,3,9,5cae83
311364,311364,Shannon,Crawford,476 Mathew Corner Pass,West Garyton,MD,+12025550137,2008-03-21,007-09-7758,7,6,7b82cd
311365,311365,Madeline,Brooks,29594 Prince Unions Fort,West Garyton,MD,+12025550124,2014-02-05,678-07-0708,1,5,4d5eea
311366,311366,Kim,Jones,543 Roberto Curve Spur,West Garyton,MD,+12025550191,2008-04-20,233-86-4280,7,8,cb6451
311367,311367,Tina,Osborne,181 Timothy Manor Village,West Garyton,MD,+12025550187,2011-02-27,064-30-7748,4,15,15cef6
311368,311368,Stephen,Jacobs,196 Kennedy Path Spring,West Garyton,MD,+12025550187,2011-12-12,227-83-0519,3,1,88f4ba
311369,311369,Tammy,Simmons,62084 Griffith Prairie Islands,West Garyton,MD,+12025550124,2009-03-24,475-97-0281,6,3,39a706
311370,311370,Lisa,Frank,117 David Light Plaza,West Garyton,MD,+12025550124,2004-01-22,130-80-3745,11,112,0b8eff
311371,311371,Dawn,Williams,38777 Shaffer Oval Creek,West Garyton,MD,+12025550191,2008-05-09,359-75-3735,6,10,242343
311372,311372,Kristin,Davis,995 Chapman Shore Bypass,West Garyton,MD,+12025550124,2004-05-22,025-94-5845,10,87,ea69a5
311373,311373,Christian,Allen,762 Pamela Isle Oval,West Garyton,MD,+12025550188,2006-11-12,551-17-2013,8,8,8117b3
311374,311374,Shane,Garcia,21854 Meghan Views Centers,West Garyton,MD,+12025550105,2011-12-06,782-16-0137,3,8,e609dc
311375,311375,Kara,Robertson,139 Kristina Hill Bypass,West Garyton,MD,+12025550137,2012-02-17,680-84-9287,3,5,78afd6
311376,311376,Mary,Pineda,9337 Scott Trace Vista,West Garyton,MD,+12025550191,2008-09-24,113-67-2682,6,7,cec399
311377,311377,Richard,Hart,67493 Payne Ways Knolls,West Garyton,MD,+12025550105,2005-04-17,758-61-3532,10,75,52d7fe
311378,311378,Charles,Haynes,625 Lane Well Plaza,West Garyton,MD,+12025550187,2014-04-07,248-32-1565,1,14,d2e8d8
311379,311379,William,Young,78865 Jared Courts Pines,West Garyton,MD,+12025550124,2004-04-19,528-54-9676,11,57,64e419
311380,311380,Brendan,Sanchez,90339 Krueger Turnpike Mountain,West Garyton,MD,+12025550137,2009-12-18,831-09-8341,5,0,414564
311381,311381,Katherine,Stephens,48872 Christopher Circles Mills,West Garyton,MD,+12025550188,2007-11-16,330-42-1694,7,3,842646
311382,311382,Rose,Hart,026 Jack Drives Rue,West Garyton,MD,+12025550191,2005-10-02,102-85-4722,9,97,dc7e8b
311383,311383,Diana,Horton,9600 Katherine Mountain Cove,West Garyton,MD,+12025550188,2003-05-10,327-45-9409,11,80,17755e
311384,311384,Regina,Romero,50754 Walker Underpass Mission,West Garyton,MD,+12025550137,2003-07-07,454-16-8938,11,51,ebcc37
311385,311385,John,Jones,63760 Thomas Drive Branch,West Garyton,MD,+12025550105,2005-01-20,338-43-4352,10,57,a0d027
311386,311386,Cindy,Fernandez,644 French Track Track,West Garyton,MD,+12025550124,2006-02-03,865-86-0437,9,82,0ce2c4
311387,311387,Daniel,Wood,8266 Steven Square Circle,West Garyton,MD,+12025550188,2008-05-13,122-19-9481,6,7,bebfaa
311388,311388,Dale,Phillips,63331 Mack Plains Fork,West Garyton,MD,+12025550105,2003-07-10,145-29-7902,11,55,190529
311389,311389,Ryan,Reynolds,924 Sampson Valley Junctions,West Garyton,MD,+12025550124,2004-08-11,614-17-7874,10,95,2843f9
311390,311390,Shaun,Roberson,2414 Adrienne Drive Burg,West Garyton,MD,+12025550187,2012-08-15,524-49-0917,2,12,f18a62
311391,311391,Latoya,Lewis,54162 Lopez Centers Alley,West Garyton,MD,+12025550187,2013-03-28,617-57-6055,2,14,41d632
311392,311392,Jasmine,Gonzalez,323 Courtney Plain Alley,West Garyton,MD,+12025550124,2003-09-30,122-34-7487,11,82,53017a
311393,311393,Sarah,Cain,9868 Lopez Alley Extensions,West Garyton,MD,+12025550137,2009-09-26,228-02-5666,5,15,c3e85e
311394,311394,Spencer,Miller,3541 Zachary Islands Springs,West Garyton,MD,+12025550124,2007-02-04,818-43-6197,8,5,2418d8
311395,311395,Gilbert,Mccarty,5371 Charles Trafficway Corner,West Garyton,MD,+12025550137,2002-07-26,074-97-1827,12,103,5577c5
311396,311396,Alan,Stevens,69137 Hamilton Landing Ports,West Garyton,MD,+12025550137,2013-05-17,839-45-5637,1,9,32d5c4
311397,311397,Alyssa,Gomez,5256 Moore Brook Route,West Garyton,MD,+12025550137,2014-01-23,687-75-9126,1,2,b24bd4
311398,311398,Tiffany,Hughes,8195 Lewis Trafficway Track,West Garyton,MD,+12025550105,2004-02-19,405-63-4812,11,96,e0378a
311399,311399,Joseph,Mueller,230 Shawn Prairie Track,West Garyton,MD,+12025550105,2002-12-14,225-73-4154,12,104,76fce2
311400,311400,Zachary,Morris,5489 Travis Inlet Fields,West Garyton,MD,+12025550188,2010-07-18,444-10-5037,4,12,d568c5
311401,311401,Brian,Bradley,511 Bianca Village Glen,West Garyton,MD,+12025550105,2003-08-12,347-58-3877,11,60,98dcf9
311402,311402,Pamela,Roberts,854 Jose Centers Crest,West Garyton,MD,+12025550188,2011-12-03,305-40-3980,3,2,45d43b
