,stuid,fname,lname,address,city,state,hphone,dob,ssn,grade,schoolassignment,deviceassignment
311230,311230,Matthew,Griffin,375 Perry Locks Manor,West Garyton,MD,+12025550137,2008-02-04,210-90-2479,7,8,af8876
311231,311231,Stephen,Miller,628 Kelli Creek Ville,West Garyton,MD,+12025550188,2005-09-26,563-66-0067,9,64,8cca3f
311232,311232,Jason,Harrington,73716 Lee Burg Ridge,West Garyton,MD,+12025550191,2005-05-15,290-64-5082,9,106,449e2e
311233,311233,Anthony,Morris,4414 Nguyen Ville Street,West Garyton,MD,+12025550124,2008-10-12,438-35-9214,6,9,12c7e2
311234,311234,Ralph,Smith,3925 Spencer Divide Courts,West Garyton,MD,+12025550187,2005-09-24,311-39-8423,9,107,4dc00a
311235,311235,Rose,Smith,9520 Joseph Plains Alley,West Garyton,MD,+12025550137,2008-11-22,276-46-1493,6,0,4cf4e1
311236,311236,Jessica,Martin,1355 Tammy Station Pines,West Garyton,MD,+12025550188,2009-09-24,497-48-1000,5,7,a7b9c8
311237,311237,David,Flowers,16277 David Causeway Island,West Garyton,MD,+12025550188,2009-03-11,791-93-5566,6,14,6ad6be
311238,311238,Gina,Kelly,23809 Joseph Prairie Shore,West Garyton,MD,+12025550191,2006-03-25,211-22-6506,9,69,fd47ef
311239,311239,William,Singh,2081 Chelsea Island Curve,West Garyton,MD,+12025550137,2011-12-23,052-75-6750,3,14,90c433
311240,311240,Joshua,Love,47122 Glenn Manor Views,West Garyton,MD,+12025550105,2006-09-23,721-14-0855,8,9,278b03
311241,311241,Samantha,Morales,63419 Amber Fork Port,West Garyton,MD,+12025550137,2006-02-21,258-66-7381,9,100,0e7540
311242,311242,Victoria,Mason,61526 Wise Ramp Garden,West Garyton,MD,+12025550187,2004-06-12,753-18-0896,10,106,b17b83
311243,311243,Nathan,Davis,8613 Marcus Locks Row,West Garyton,MD,+12025550137,2003-05-31,457-40-5187,11,73,1f9b34
311244,311244,Kristin,Wolf,256 Michelle Expressway Plains,West Garyton,MD,+12025550191,2013-04-05,517-98-6224,2,9,b2c4fe
311245,311245,Timothy,Boone,28575 Nathan Spur Ridges,West Garyton,MD,+12025550137,2008-07-04,601-68-9120,6,9,25da0e
311246,311246,Amy,Santos,546 Victoria Loop Rest,West Garyton,MD,+12025550137,2009-02-10,064-49-6148,6,3,0d3243
311247,311247,Loretta,Peters,4783 Sarah Haven Manors,West Garyton,MD,+12025550124,2009-09-26,311-41-4726,5,12,c82254
311248,311248,Carl,Cervantes,31654 Young Extensions Path,West Garyton,MD,+12025550188,2009-07-22,302-74-8163,5,1,574d07
311249,311249,Stephen,Hess,1477 Kristen Knoll Lodge,West Garyton,MD,+12025550105,2003-12-03,263-14-9661,11,109,5a3c82
311250,311250,Robert,Ford,161 Tina Springs Crossroad,West Garyton,MD,+12025550191,2009-05-03,446-65-0911,5,0,ec5551
311251,311251,Sabrina,Hunter,85705 Martinez Terrace Squares,West Garyton,MD,+12025550191,2008-01-30,339-51-4632,7,4,06d554
311252,311252,Brandy,Russell,45519 Ford Flats Isle,West Garyton,MD,+12025550124,2004-03-19,331-49-8488,11,60,e8459c
311253,311253,Gina,Navarro,2486 Lauren Village Skyway,West Garyton,MD,+12025550105,2007-03-18,509-14-9585,8,4,116adf
311254,311254,Mark,Roberts,6032 Ramirez Views Burg,West Garyton,MD,+12025550105,2009-07-12,822-04-0192,5,13,89a1b1
311255,311255,Jesus,Lin,987 Navarro Villages Light,West Garyton,MD,+12025550187,2010-09-14,124-77-4775,4,8,2e6db6
311256,311256,Robert,Blankenship,48392 Price Mill Orchard,West Garyton,MD,+12025550124,2005-06-05,366-74-3693,9,66,bf19af
311257,311257,Angela,Torres,02958 Sawyer Causeway Dale,West Garyton,MD,+12025550105,2010-05-20,012-39-7539,4,1,79ee4f
311258,311258,Monica,Graham,885 Bates Isle Stravenue,West Garyton,MD,+12025550187,2005-05-11,603-06-4255,9,88,1237a5
311259,311259,Kimberly,Mitchell,2435 Brady Stravenue Knolls,West Garyton,MD,+12025550191,2004-03-15,481-59-5033,11,62,c2d8d7
311260,311260,Teresa,Wood,934 Dickerson Turnpike Lights,West Garyton,MD,+12025550124,2007-01-27,044-74-4598,8,14,d5fce4
311261,311261,Justin,Jackson,48413 Lopez Glen Streets,West Garyton,MD,+12025550137,2014-04-22,229-92-1492,1,1,dcee0e
311262,311262,John,Martin,7692 Meagan Knolls Spur,West Garyton,MD,+12025550105,2007-08-21,446-59-4712,7,9,329832
311263,311263,Heather,Powers,1781 Jasmine Greens Mountains,West Garyton,MD,+12025550188,2009-07-21,443-54-4992,5,10,64b7e0
311264,311264,Linda,Reilly,63326 Matthew Harbor Valley,West Garyton,MD,+12025550188,2003-07-03,371-90-0353,11,73,5abb4a
311265,311265,Kenneth,Mcconnell,427 Christina Street Summit,West Garyton,MD,+12025550137,2006-06-18,896-54-0934,8,12,40a8c3
311266,311266,Michael,Martinez,5071 Melissa Lane Parks,West Garyton,MD,+12025550124,2010-02-08,480-71-4465,5,6,49ca7e
311267,311267,Maria,Marquez,0539 Leonard Tunnel Bridge,West Garyton,MD,+12025550191,2007-05-05,563-92-5211,7,3,d245e0
311268,311268,Terri,Hines,7137 Brandon Falls Highway,West Garyton,MD,+12025550187,2013-01-04,415-43-4417,2,7,b9c37d
311269,311269,Austin,Griffith,256 Patel Island Mountain,West Garyton,MD,+12025550188,2011-06-01,486-80-1673,3,15,3400aa
311270,311270,Michael,Mack,45439 Christopher Mission View,West Garyton,MD,+12025550137,2006-10-19,067-35-9792,8,11,0b0de8
311271,311271,Sabrina,Jones,0760 Robert Neck Pine,West Garyton,MD,+12025550124,2004-01-12,360-65-8387,11,89,5c55c4
311272,311272,Michael,Torres,5628 Smith Pike Land,West Garyton,MD,+12025550187,2014-04-18,743-20-7744,1,1,6538f4
311273,311273,Andrea,Farmer,2917 Smith Garden Dam,West Garyton,MD,+12025550137,2003-02-21,365-46-7504,12,98,51f0cf
311274,311274,Melissa,Escobar,0981 Mary Viaduct Lodge,West Garyton,MD,+12025550124,2012-04-13,027-39-4901,3,2,cdb167
311275,311275,Emily,Brown,96992 Gregory Street Flats,West Garyton,MD,+12025550187,2008-02-27,663-05-8840,7,4,5fa89b
311276,311276,Vickie,Nelson,43066 Gibbs Gateway Station,West Garyton,MD,+12025550105,2003-09-06,889-03-0107,11,49,f3f39d
311277,311277,Kerry,Adams,1536 Kevin Place Knoll,West Garyton,MD,+12025550191,2010-01-12,439-65-9076,5,11,05e908
311278,311278,David,King,35442 Simmons Neck Field,West Garyton,MD,+12025550105,2009-09-28,560-49-8200,5,9,0bac6c
311279,311279,Roberto,Graves,618 Baker Radial Hollow,West Garyton,MD,+12025550124,2007-09-16,623-70-6120,7,7,6f4efc
311280,311280,Luke,Lewis,83610 Scott Port Crest,West Garyton,MD,+12025550191,2005-10-20,601-75-5318,9,75,cac7e0
311281,311281,John,Payne,349 Saunders Street Fork,West Garyton,MD,+12025550137,2009-11-13,227-24-1941,5,7,6a130a
311282,311282,Tina,Jennings,24971 Amber Cliffs Mews,West Garyton,MD,+12025550124,2011-03-26,828-53-4661,4,9,83e43f
311283,311283,Grace,Guerra,8410 Kathy Ford Stravenue,West Garyton,MD,+12025550187,2011-09-19,361-95-9101,3,15,cc629c
311284,311284,Charles,Wade,99877 Rodriguez Manors Station,West Garyton,MD,+12025550137,2010-11-30,402-46-3294,4,9,3dff0f
311285,311285,John,Adkins,39205 Williams Shoal Parkways,West Garyton,MD,+12025550105,2009-05-04,787-40-3445,5,7,abb8a5
311286,311286,Jennifer,Santos,631 Lauren Throughway Courts,West Garyton,MD,+12025550187,2012-04-28,302-40-4363,3,14,37167c
311287,311287,Brett,Smith,94943 John Mews Common,West Garyton,MD,+12025550124,2008-10-24,840-23-3991,6,3,4d7903
311288,311288,Kimberly,Mccall,429 Barajas Valley Locks,West Garyton,MD,+12025550191,2010-09-19,893-92-1896,4,6,d45795
311289,311289,Kristen,Luna,78348 Washington Bridge Shores,West Garyton,MD,+12025550187,2013-07-27,041-47-4003,1,0,2aeda7
311290,311290,David,Wallace,8145 Christina Ferry Cape,West Garyton,MD,+12025550137,2013-02-10,053-31-8284,2,5,0cc809
311291,311291,Chad,Mcclain,095 Miller Viaduct Park,West Garyton,MD,+12025550191,2008-12-28,760-70-6170,6,2,4cd9f4
311292,311292,Bailey,Sutton,2691 Rebecca Burgs Camp,West Garyton,MD,+12025550191,2004-01-08,367-01-7087,11,92,e8f900
311293,311293,Hailey,Mcmahon,0026 Ronnie Viaduct Keys,West Garyton,MD,+12025550191,2007-11-19,358-04-4697,7,4,ca7c80
311294,311294,Lisa,Brown,313 Derrick Run Common,West Garyton,MD,+12025550105,2008-08-04,465-47-1123,6,14,f6d33a
311295,311295,Miranda,Carter,319 Jennifer Mountain Lock,West Garyton,MD,+12025550191,2007-10-08,864-37-8964,7,10,cb3214
311296,311296,Susan,Lindsey,22493 Robert Hills Hills,West Garyton,MD,+12025550187,2006-12-21,528-17-0492,8,4,e3df30
311297,311297,Anthony,Gomez,871 Patel Walks Estates,West Garyton,MD,+12025550188,2009-05-19,025-83-1728,5,10,2f7ec3
311298,311298,Michael,Brown,251 Donald Lake Streets,West Garyton,MD,+12025550124,2011-04-24,025-01-7486,4,6,e146d0
311299,311299,Denise,Jenkins,624 Troy Spring Skyway,West Garyton,MD,+12025550191,2011-02-03,015-07-0143,4,11,805af6
311300,311300,Michael,Hernandez,258 Deanna Pike Center,West Garyton,MD,+12025550187,2009-08-12,876-56-1609,5,8,aafb3a
311301,311301,Michael,Ruiz,492 Wendy Ridge Mills,West Garyton,MD,+12025550137,2006-05-18,363-36-8073,8,13,a77a9d
311302,311302,Grant,Robinson,7751 Cameron Ramp Bridge,West Garyton,MD,+12025550187,2003-03-01,198-40-6808,12,109,e31637
311303,311303,Christina,Meyer,794 Owen Village Greens,West Garyton,MD,+12025550105,2010-05-28,223-61-4060,4,7,168923
311304,311304,Jeanne,Hill,762 Yolanda Crest Loop,West Garyton,MD,+12025550137,2004-08-01,704-53-9032,10,69,01ff27
311305,311305,Rachel,Jones,69048 Quinn Viaduct Trail,West Garyton,MD,+12025550187,2007-01-19,750-59-7565,8,0,5d6c64
311306,311306,Tyler,Wilson,764 Andrade Manors Falls,West Garyton,MD,+12025550191,2004-06-15,323-82-3781,10,105,c41ec6
311307,311307,Natalie,Watson,72724 Carlson Burg Spring,West Garyton,MD,+12025550105,2002-08-06,492-54-1980,12,87,e9fc4a
311308,311308,David,Walker,55199 Simmons Rapids Pine,West Garyton,MD,+12025550105,2014-03-11,483-60-7026,1,9,57cc23
311309,311309,Mike,Wise,47552 Charlotte Terrace Inlet,West Garyton,MD,+12025550105,2009-08-10,261-91-8182,5,9,29b68b
311310,311310,Kristine,Holmes,5664 Berger Meadows Hollow,West Garyton,MD,+12025550187,2004-12-26,450-42-6069,10,77,60880d
311311,311311,Sydney,Potter,77461 Parker Vista Creek,West Garyton,MD,+12025550137,2002-12-09,478-13-6097,12,59,217a6f
311312,311312,Edward,Armstrong,92619 Alexis Streets Squares,West Garyton,MD,+12025550137,2009-03-08,031-97-0837,6,11,5fdc20
311313,311313,Nancy,Kaufman,40307 Smith Ville Springs,West Garyton,MD,+12025550105,2013-05-17,890-20-5776,1,4,05652e
311314,311314,Scott,Choi,66366 Jackson Course Squares,West Garyton,MD,+12025550191,2011-04-12,562-93-1484,4,6,16723f
311315,311315,James,Torres,137 Luna Pass Brook,West Garyton,MD,+12025550137,2013-10-09,438-80-1871,1,0,8565b9
311316,311316,Maria,Sanders,543 Morris Crossroad Shoal,West Garyton,MD,+12025550188,2011-03-02,516-08-2477,4,1,0e73b0
311317,311317,Mark,Shields,4933 Burgess Vista Squares,West Garyton,MD,+12025550137,2013-07-05,185-84-4263,1,15,227862
311318,311318,Jacob,Stevenson,7165 Traci River Pine,West Garyton,MD,+12025550124,2004-11-02,882-02-5540,10,113,20e943
311319,311319,Vickie,Perez,14481 Joshua Meadow Bypass,West Garyton,MD,+12025550188,2006-05-12,138-22-3765,8,7,6c6678
311320,311320,Mark,Alvarado,00644 Rivera Light Plain,West Garyton,MD,+12025550124,2006-04-11,539-28-8649,9,57,e7371a
311321,311321,Candice,Perez,47468 Jessica Heights Glens,West Garyton,MD,+12025550191,2009-12-08,583-23-5397,5,8,cc6e7d
311322,311322,Chelsea,Byrd,13096 Melissa Inlet Circles,West Garyton,MD,+12025550124,2004-08-03,028-33-2506,10,71,b97497
311323,311323,Michael,Nelson,3916 Rebecca Path Ramp,West Garyton,MD,+12025550137,2007-10-10,339-38-7751,7,8,63b710
311324,311324,Melissa,Bradley,7995 Yoder Key Shoal,West Garyton,MD,+12025550124,2014-02-27,153-56-2435,1,0,bc4dde
311325,311325,Phillip,Long,09895 Warren Burgs Bypass,West Garyton,MD,+12025550124,2009-02-14,790-22-9545,6,10,bc25ae
311326,311326,George,Douglas,52750 Michael View Ramp,West Garyton,MD,+12025550188,2005-08-27,720-62-8265,9,84,1dce32
311327,311327,Monique,Dixon,9319 Marquez Bypass Extensions,West Garyton,MD,+12025550124,2010-08-10,518-17-1716,4,5,0f6942
311328,311328,Rebecca,Martin,9765 Brian Square Curve,West Garyton,MD,+12025550191,2012-03-29,338-22-4876,3,7,10cc25
311329,311329,Kimberly,Hayes,762 Amy Expressway Causeway,West Garyton,MD,+12025550124,2010-09-21,001-87-8751,4,4,36479b
311330,311330,Cynthia,Harvey,4270 Blake Rue Land,West Garyton,MD,+12025550187,2007-06-13,569-31-0100,7,7,a31ccf
311331,311331,Melanie,Wang,079 Scott Shores Court,West Garyton,MD,+12025550188,2012-02-06,549-68-3542,3,7,086c40
311332,311332,Daniel,Rivera,97065 Kennedy Crossing Ridge,West Garyton,MD,+12025550105,2013-05-07,642-40-2111,1,0,83c698
311333,311333,Michael,Ayala,7981 Peter Keys Locks,West Garyton,MD,+12025550137,2005-09-07,023-52-8652,9,71,c657cc
311334,311334,John,Nguyen,7124 Holmes Lake Courts,West Garyton,MD,+12025550191,2012-04-04,292-89-2028,3,15,fec58c
311335,311335,Tyler,Allen,6801 Leslie Unions Orchard,West Garyton,MD,+12025550188,2004-08-15,019-45-7364,10,113,fdb974
311336,311336,Matthew,Spencer,03244 Valentine Harbor Ports,West Garyton,MD,+12025550187,2006-10-27,658-81-7625,8,11,9609c7
311337,311337,Brian,Fletcher,61256 Kimberly Valleys Neck,West Garyton,MD,+12025550187,2009-10-01,586-38-2554,5,2,c34a3b
311338,311338,Patricia,Hines,44628 Shannon Ramp Parkways,West Garyton,MD,+12025550188,2008-10-30,765-98-8909,6,9,b135c6
311339,311339,Tyler,Gonzalez,973 Donovan Trafficway Villages,West Garyton,MD,+12025550105,2007-07-13,732-69-9630,7,4,9ff8ed
311340,311340,Matthew,Hall,689 Edwards Vista Turnpike,West Garyton,MD,+12025550187,2008-09-15,728-63-9345,6,4,67fcbe
311341,311341,Zachary,Roberts,219 Brian Stream Manor,West Garyton,MD,+12025550187,2008-03-31,640-26-9200,7,9,0c8db3
311342,311342,Michael,King,68470 Roberto Cove Squares,West Garyton,MD,+12025550124,2007-12-28,431-59-2758,7,2,81c256
311343,311343,Rebekah,Garcia,956 April Estate Shoals,West Garyton,MD,+12025550137,2008-02-19,892-51-0855,7,0,279401
311344,311344,Christina,Snyder,0183 Molly Walk Garden,West Garyton,MD,+12025550124,2010-05-06,136-94-6460,4,15,cc4c14
311345,311345,John,Salazar,06738 Rogers Stravenue Way,West Garyton,MD,+12025550137,2004-11-04,523-84-8648,10,71,f88ce8
311346,311346,David,Lowe,83119 Burton Ford Lake,West Garyton,MD,+12025550188,2013-04-08,090-02-4634,2,1,636ddb
311347,311347,Justin,Young,749 Amber Wells Flat,West Garyton,MD,+12025550191,2007-04-18,881-06-1613,8,7,21fb94
311348,311348,Travis,Snow,89567 Crystal Crossing Station,West Garyton,MD,+12025550191,2004-04-29,256-12-5726,11,113,0dfe9c
311349,311349,Aaron,Matthews,98206 Mariah Road Center,West Garyton,MD,+12025550105,2007-04-05,801-39-4326,8,15,5c41c1
311350,311350,Gregory,Terry,050 Nichols Well Grove,West Garyton,MD,+12025550187,2010-10-14,085-31-6180,4,11,2bd5eb
311351,311351,Stephanie,Johnson,26479 Ortiz Place Lights,West Garyton,MD,+12025550137,2010-05-08,222-93-1588,4,9,1d64e3
311352,311352,Megan,Morgan,198 Sara Groves Expressway,West Garyton,MD,+12025550137,2006-04-24,308-80-8367,9,82,81634a
311353,311353,James,Wood,559 Nancy Parkways Lakes,West Garyton,MD,+12025550187,2012-02-21,526-25-0288,3,12,094ce3
311354,311354,Eric,Perkins,99016 Elizabeth Estates Route,West Garyton,MD,+12025550191,2006-04-09,609-33-2584,9,110,e393aa
311355,311355,Brianna,Poole,95994 Wade Cove Causeway,West Garyton,MD,+12025550124,2003-10-17,788-10-7068,11,70,e1aa4b
311356,311356,Tara,Velasquez,695 Barbara Shore Coves,West Garyton,MD,+12025550191,2005-08-08,442-88-6042,9,104,d75242
311357,311357,Alexandra,Henry,739 Peck Ways Harbor,West Garyton,MD,+12025550191,2008-02-23,309-83-1012,7,12,122b19
311358,311358,Douglas,Esparza,8125 Kathleen Bridge Knoll,West Garyton,MD,+12025550137,2011-01-27,618-45-5812,4,8,37e8d8
311359,311359,Shelley,Miller,431 Michael Gardens Hollow,West Garyton,MD,+12025550191,2011-04-19,879-47-8205,4,5,3ec86b
311360,311360,Susan,Fernandez,3678 Jerry Cape Parkways,West Garyton,MD,+12025550137,2007-12-19,883-17-5190,7,15,a98be4
311361,311361,Jennifer,Holt,87169 Anthony Throughway Islands,West Garyton,MD,+12025550105,2004-04-17,248-24-4422,11,88,502ae9
311362,311362,Susan,Richard,581 Perry Route Meadow,West Garyton,MD,+12025550191,2010-03-25,879-93-1112,5,15,7fd187
311363,311363,Steven,Perez,83781 Leach Run Ranch,West Garyton,MD,+12025550124,2005-10-26,194-54-0898,9,113,fc0fe4
311364,311364,Henry,Atkins,037 Robinson Drives Crossing,West Garyton,MD,+12025550187,2006-05-25,310-55-7240,8,3,21e0e9
311365,311365,April,Pollard,3072 Johnson Crescent Fords,West Garyton,MD,+12025550188,2006-02-28,001-65-1484,9,105,e5bdc1
311366,311366,Cathy,Smith,7968 William Expressway Viaduct,West Garyton,MD,+12025550187,2006-06-22,707-61-2880,8,9,5e5bf9
311367,311367,Michael,Brown,985 Steven Bypass Extension,West Garyton,MD,+12025550187,2006-10-19,215-82-9937,8,3,364cff
311368,311368,Danielle,Jones,1404 Fields Mall Course,West Garyton,MD,+12025550124,2003-10-06,475-61-7737,11,92,421817
311369,311369,Christopher,Stevens,1655 Turner Harbors Centers,West Garyton,MD,+12025550187,2013-02-28,816-51-8647,2,5,2d841a
311370,311370,William,Taylor,07167 Sarah Valley Ways,West Garyton,MD,+12025550191,2009-07-02,311-53-9895,5,15,b7e204
311371,311371,Ashley,Hall,543 Gina Valley Trail,West Garyton,MD,+12025550188,2010-01-25,606-25-5168,5,12,d3505e
311372,311372,Melissa,Trujillo,486 Dunlap Haven Gardens,West Garyton,MD,+12025550105,2014-02-12,348-17-8889,1,9,eba396
311373,311373,Mikayla,Castillo,863 Watson Flat Stravenue,West Garyton,MD,+12025550187,2009-08-05,787-25-9034,5,0,a3fee1
311374,311374,Shannon,Baker,0575 Nicholson Prairie Islands,West Garyton,MD,+12025550137,2010-10-17,620-17-2017,4,4,9b6d9a
311375,311375,Tammy,Macdonald,11052 Young Key Tunnel,West Garyton,MD,+12025550105,2006-11-26,833-73-3867,8,4,77d4ab
311376,311376,Rhonda,Miller,6406 Weber Mission Manors,West Garyton,MD,+12025550191,2003-11-03,758-65-6506,11,72,e761b4
311377,311377,Aaron,Reynolds,30964 Kelli Extension Gardens,West Garyton,MD,+12025550124,2004-10-15,327-45-1065,10,115,23c1de
311378,311378,Allen,Warren,57367 Jessica Plains Mountains,West Garyton,MD,+12025550124,2007-09-14,099-20-7080,7,14,7a4db2
311379,311379,Courtney,Roberts,5095 Parker Prairie Pine,West Garyton,MD,+12025550191,2004-09-25,259-21-3021,10,92,0e9fa9
311380,311380,Charles,Watson,40211 Eric Mountain Fort,West Garyton,MD,+12025550187,2003-01-10,220-31-3347,12,86,099a7f
311381,311381,Emily,Riley,699 Hill Freeway Viaduct,West Garyton,MD,+12025550105,2008-05-14,571-34-7438,6,5,c58ecc
311382,311382,Kimberly,Brewer,70576 Morton Valleys Forest,West Garyton,MD,+12025550191,2002-08-27,275-28-0485,12,64,1f2f58
311383,311383,Jamie,Miller,4240 Denise Walks Points,West Garyton,MD,+12025550191,2008-09-22,723-76-2804,6,0,4b8a96
311384,311384,Thomas,Ingram,8945 Perez Roads Brooks,West Garyton,MD,+12025550191,2010-06-09,188-12-6003,4,14,550435
311385,311385,Brandon,Greer,8581 Kimberly Row Mountains,West Garyton,MD,+12025550105,2013-10-03,117-16-2581,1,15,338bbd
311386,311386,Christy,Pierce,211 Davis Forks Courts,West Garyton,MD,+12025550191,2004-02-04,881-10-7575,11,106,89e3f0
311387,311387,Dylan,Jenkins,42562 Jose Fort Squares,West Garyton,MD,+12025550105,2011-02-27,598-11-3406,4,15,d3f730
311388,311388,Robert,Li,09329 Sydney Island Landing,West Garyton,MD,+12025550137,2006-06-15,576-99-9389,8,13,aadf1e
311389,311389,Cynthia,Johnson,335 Spears Shoals Harbors,West Garyton,MD,+12025550191,2008-06-24,110-76-1451,6,3,6417a7
311390,311390,Crystal,Lewis,084 Haas Lodge Mall,West Garyton,MD,+12025550187,2004-06-18,225-79-4311,10,67,55c4b4
311391,311391,Elizabeth,Campbell,09429 Turner Causeway View,West Garyton,MD,+12025550105,2003-01-25,616-87-1089,12,94,4d26c6
311392,311392,Laurie,Cruz,801 Jesse Keys Wall,West Garyton,MD,+12025550191,2004-07-12,668-62-1761,10,93,da2f3a
311393,311393,Anthony,Morse,927 Carrie Fields Views,West Garyton,MD,+12025550191,2002-12-17,036-98-4883,12,72,a24a17
311394,311394,Patrick,Parker,430 Brandon Route Shores,West Garyton,MD,+12025550191,2005-08-09,463-05-7928,9,78,f803da
311395,311395,William,Reynolds,822 Reese Station Stream,West Garyton,MD,+12025550187,2003-04-25,502-85-6821,12,95,379d9e
311396,311396,Steven,Andersen,7903 Ashley Coves Inlet,West Garyton,MD,+12025550105,2010-04-24,525-03-1848,5,7,d66f9c
311397,311397,Justin,Schultz,303 Corey Place Hill,West Garyton,MD,+12025550187,2003-10-30,893-02-2269,11,98,89eec7
311398,311398,Roberto,Villanueva,815 Watson Lights Locks,West Garyton,MD,+12025550188,2008-05-01,484-73-6223,6,2,8cda70
311399,311399,Gloria,Allen,61798 Bush Ramp Terrace,West Garyton,MD,+12025550137,2009-06-12,606-02-4905,5,11,5213a4
311400,311400,Stuart,Mason,80662 Miller Streets Mills,West Garyton,MD,+12025550188,2007-12-09,081-87-9573,7,14,7472c8
311401,311401,Jacob,Small,16502 Morse River Lakes,West Garyton,MD,+12025550187,2013-08-19,330-33-7131,1,1,cee06f
